metres,GR,helper
260.604,12.1213,2
260.7564,11.2768,2
260.9088,11.2121,2
261.0612,11.4966,2
261.2136,11.6471,2
261.366,10.3069,2
261.5184,9.4419,2
261.6708,8.8417,2
261.8232,8.5401,2
261.9756,9.6389,2
262.128,10.8376,2
262.2804,12.029,2
262.4328,11.5378,2
262.5852,11.7998,2
262.7376,12.4484,2
262.89,12.9016,2
263.0424,12.8099,2
263.1948,12.4576,2
263.3472,12.0508,2
263.4996,12.915,2
263.652,14.3087,2
263.8044,13.7987,2
263.9568,13.4202,2
264.1092,13.4161,2
264.2616,13.7097,2
264.414,14.7049,2
264.5664,15.8551,2
264.7188,16.1615,2
264.8712,14.7894,2
265.0236,14.3184,2
265.176,14.4076,2
265.3284,13.6428,2
265.4808,13.1753,2
265.6332,13.3917,2
265.7856,13.5687,2
265.938,12.9763,2
266.0904,11.9807,2
266.2428,11.8546,2
266.3952,11.8496,2
266.5476,12.1339,2
266.7,12.5974,2
266.8524,13.9114,2
267.0048,17.1181,2
267.1572,19.0685,2
267.3096,21.5977,2
267.462,23.2257,2
267.6144,22.4414,2
267.7668,18.2181,2
267.9192,16.8977,2
268.0716,16.3569,2
268.224,14.9083,2
268.3764,13.8395,2
268.5288,14.5354,2
268.6812,14.9177,2
268.8336,13.5215,2
268.986,13.5479,2
269.1384,14.4091,2
269.2908,14.563,2
269.4432,13.5581,2
269.5956,12.8999,2
269.748,13.4649,2
269.9004,14.9642,2
270.0528,16.469,2
270.2052,17.339,2
270.3576,18.8392,2
270.51,19.9151,2
270.6624,18.9999,2
270.8148,20.4539,2
270.9672,20.48,2
271.1196,20.6713,2
271.272,21.7121,2
271.4244,22.382,2
271.5768,21.2585,2
271.7292,20.1479,2
271.8816,19.6091,2
272.034,19.3691,2
272.1864,19.1442,2
272.3388,16.5345,2
272.4912,15.3733,2
272.6436,14.0286,2
272.796,14.8778,2
272.9484,14.8655,2
273.1008,13.841,2
273.2532,12.5936,2
273.4056,12.0217,2
273.558,13.2549,2
273.7104,15.3259,2
273.8628,16.2772,2
274.0152,15.743,2
274.1676,15.1405,2
274.32,15.4072,2
274.4724,14.9937,2
274.6248,13.8426,2
274.7772,15.0281,2
274.9296,16.2448,2
275.082,16.324,2
275.2344,15.1754,2
275.3868,14.2549,2
275.5392,13.4197,2
275.6916,12.739,2
275.844,12.7347,2
275.9964,13.4118,2
276.1488,13.1935,2
276.3012,12.7469,2
276.4536,13.3665,2
276.606,13.1988,2
276.7584,11.0105,2
276.9108,10.5572,2
277.0632,10.0347,2
277.2156,9.5688,2
277.368,10.4365,2
277.5204,11.2585,2
277.6728,11.852,2
277.8252,12.4602,2
277.9776,13.3523,2
278.13,14.3339,2
278.2824,14.5912,2
278.4348,13.5146,2
278.5872,13.8092,2
278.7396,14.3619,2
278.892,14.5059,2
279.0444,13.6535,2
279.1968,13.9693,2
279.3492,14.5905,2
279.5016,14.9225,2
279.654,14.6366,2
279.8064,14.9044,2
279.9588,15.0762,2
280.1112,14.7213,2
280.2636,14.053,2
280.416,13.7294,2
280.5684,13.6294,2
280.7208,13.8942,2
280.8732,14.3762,2
281.0256,14.5139,2
281.178,14.3045,2
281.3304,13.8563,2
281.4828,13.7489,2
281.6352,14.7818,2
281.7876,15.753,2
281.94,16.4681,2
282.0924,16.5737,2
282.2448,15.1108,2
282.3972,14.4199,2
282.5496,14.6466,2
282.702,14.3613,2
282.8544,15.1021,2
283.0068,14.7072,2
283.1592,13.3494,2
283.3116,13.0019,2
283.464,12.9955,2
283.6164,12.8173,2
283.7688,13.0709,2
283.9212,12.5191,2
284.0736,12.835,2
284.226,14.252,2
284.3784,14.8553,2
284.5308,15.0752,2
284.6832,15.2237,2
284.8356,15.585,2
284.988,16.3001,2
285.1404,17.2348,2
285.2928,18.0604,2
285.4452,18.2096,2
285.5976,16.5187,2
285.75,14.4267,2
285.9024,13.4639,2
286.0548,13.1679,2
286.2072,12.9272,2
286.3596,12.7314,2
286.512,12.953,2
286.6644,13.3172,2
286.8168,11.9063,2
286.9692,11.316,2
287.1216,10.3263,2
287.274,11.4006,2
287.4264,12.5012,2
287.5788,13.0259,2
287.7312,13.6837,2
287.8836,14.0111,2
288.036,14.4371,2
288.1884,13.7627,2
288.3408,12.395,2
288.4932,13.3847,2
288.6456,13.6572,2
288.798,13.4066,2
288.9504,14.6211,2
289.1028,15.1855,2
289.2552,15.7908,2
289.4076,15.3468,2
289.56,14.3914,2
289.7124,13.9633,2
289.8648,14.2974,2
290.0172,15.8584,2
290.1696,17.0683,2
290.322,17.8315,2
290.4744,18.0356,2
290.6268,17.3822,2
290.7792,15.5589,2
290.9316,14.5914,2
291.084,14.3115,2
291.2364,14.1756,2
291.3888,13.8817,2
291.5412,13.0142,2
291.6936,13.4407,2
291.846,14.9482,2
291.9984,16.0765,2
292.1508,16.4502,2
292.3032,17.1121,2
292.4556,16.9777,2
292.608,16.3507,2
292.7604,15.203,2
292.9128,15.6719,2
293.0652,16.6195,2
293.2176,16.4862,2
293.37,17.0369,2
293.5224,17.8206,2
293.6748,17.5448,2
293.8272,17.3837,2
293.9796,19.0898,2
294.132,20.4149,2
294.2844,20.7893,2
294.4368,20.0588,2
294.5892,19.6673,2
294.7416,19.7073,2
294.894,19.7076,2
295.0464,18.7361,2
295.1988,19.3748,2
295.3512,19.4801,2
295.5036,16.6696,2
295.656,14.8767,2
295.8084,14.0484,2
295.9608,14.1658,2
296.1132,14.0948,2
296.2656,13.4153,2
296.418,11.2452,2
296.5704,10.8846,2
296.7228,11.6437,2
296.8752,12.4733,2
297.0276,12.3194,2
297.18,13.2558,2
297.3324,13.3239,2
297.4848,11.9972,2
297.6372,11.7435,2
297.7896,12.6609,2
297.942,13.933,2
298.0944,14.6774,2
298.2468,14.4753,2
298.3992,14.1127,2
298.5516,13.5281,2
298.704,12.8503,2
298.8564,12.5928,2
299.0088,13.3877,2
299.1612,12.8924,2
299.3136,12.252,2
299.466,12.4322,2
299.6184,12.1868,2
299.7708,11.4279,2
299.9232,11.7819,2
300.0756,13.4889,2
300.228,13.2924,2
300.3804,12.9482,2
300.5328,13.2283,2
300.6852,12.7283,2
300.8376,11.5862,2
300.99,10.6914,2
301.1424,11.7999,2
301.2948,12.951,2
301.4472,12.3955,2
301.5996,12.4022,2
301.752,13.5785,2
301.9044,13.9358,2
302.0568,13.9678,2
302.2092,13.901,2
302.3616,13.7439,2
302.514,13.4264,2
302.6664,12.2786,2
302.8188,11.0973,2
302.9712,10.6608,2
303.1236,12.0667,2
303.276,12.0463,2
303.4284,10.8318,2
303.5808,10.4875,2
303.7332,10.9302,2
303.8856,11.8687,2
304.038,10.7213,2
304.1904,10.5231,2
304.3428,10.9101,2
304.4952,10.7661,2
304.6476,10.3444,2
304.8,11.4879,2
304.9524,12.1187,2
305.1048,11.7448,2
305.2572,11.454,2
305.4096,11.6056,2
305.562,12.342,2
305.7144,12.8323,2
305.8668,12.8131,2
306.0192,12.3572,2
306.1716,11.4413,2
306.324,11.6479,2
306.4764,11.4654,2
306.6288,10.6936,2
306.7812,10.0462,2
306.9336,11.0302,2
307.086,12.0246,2
307.2384,10.094,2
307.3908,9.5076,2
307.5432,9.709,2
307.6956,10.2765,2
307.848,9.5471,2
308.0004,8.7311,2
308.1528,9.2873,2
308.3052,10.6265,2
308.4576,11.8823,2
308.61,10.9154,2
308.7624,10.7633,2
308.9148,10.9754,2
309.0672,9.8479,2
309.2196,9.2185,2
309.372,10.1716,2
309.5244,10.7667,2
309.6768,9.988,2
309.8292,8.8708,2
309.9816,9.1031,2
310.134,10.3892,2
310.2864,10.2859,2
310.4388,9.7302,2
310.5912,9.6117,2
310.7436,9.7548,2
310.896,10.6394,2
311.0484,10.9662,2
311.2008,10.2899,2
311.3532,10.1533,2
311.5056,10.4183,2
311.658,10.455,2
311.8104,10.064,2
311.9628,9.1631,2
312.1152,8.7952,2
312.2676,8.4735,2
312.42,8.2724,2
312.5724,8.9143,2
312.7248,10.4342,2
312.8772,10.1564,2
313.0296,9.2963,2
313.182,9.5258,2
313.3344,9.7906,2
313.4868,9.7513,2
313.6392,10.2031,2
313.7916,10.9469,2
313.944,11.4758,2
314.0964,12.0523,2
314.2488,9.9414,2
314.4012,9.303,2
314.5536,9.8022,2
314.706,10.8986,2
314.8584,11.2642,2
315.0108,9.4452,2
315.1632,8.9946,2
315.3156,8.7031,2
315.468,8.1481,2
315.6204,8.7017,2
315.7728,10.0712,2
315.9252,11.2855,2
316.0776,10.7463,2
316.23,9.1082,2
316.3824,8.6503,2
316.5348,8.7484,2
316.6872,9.3185,2
316.8396,10.4941,2
316.992,11.6853,2
317.1444,12.3797,2
317.2968,12.4092,2
317.4492,10.7404,2
317.6016,9.8351,2
317.754,10.4734,2
317.9064,10.2123,2
318.0588,10.6001,2
318.2112,10.8448,2
318.3636,10.4597,2
318.516,10.6548,2
318.6684,10.5841,2
318.8208,10.0202,2
318.9732,9.5378,2
319.1256,10.1184,2
319.278,11.1093,2
319.4304,13.0695,2
319.5828,11.8754,2
319.7352,10.7358,2
319.8876,9.9115,2
320.04,9.2698,2
320.1924,9.2785,2
320.3448,9.8791,2
320.4972,10.2875,2
320.6496,10.1643,2
320.802,10.9284,2
320.9544,11.583,2
321.1068,11.9748,2
321.2592,11.3715,2
321.4116,11.189,2
321.564,11.553,2
321.7164,12.0482,2
321.8688,12.5632,2
322.0212,13.1431,2
322.1736,12.2198,2
322.326,11.321,2
322.4784,11.1214,2
322.6308,11.3668,2
322.7832,11.489,2
322.9356,11.3436,2
323.088,11.0606,2
323.2404,11.2193,2
323.3928,10.7578,2
323.5452,9.8812,2
323.6976,9.4721,2
323.85,9.5126,2
324.0024,10.1199,2
324.1548,9.6736,2
324.3072,8.6219,2
324.4596,8.4148,2
324.612,8.644,2
324.7644,8.7989,2
324.9168,10.9866,2
325.0692,12.626,2
325.2216,13.6964,2
325.374,13.9235,2
325.5264,12.2011,2
325.6788,12.1857,2
325.8312,11.6775,2
325.9836,11.2584,2
326.136,11.3244,2
326.2884,11.2069,2
326.4408,11.1258,2
326.5932,11.2049,2
326.7456,11.9598,2
326.898,12.3595,2
327.0504,11.6051,2
327.2028,12.069,2
327.3552,11.7161,2
327.5076,10.6874,2
327.66,11.2987,2
327.8124,11.7957,2
327.9648,11.4763,2
328.1172,11.2924,2
328.2696,11.7303,2
328.422,12.9711,2
328.5744,12.766,2
328.7268,12.7906,2
328.8792,12.7833,2
329.0316,11.9304,2
329.184,11.2709,2
329.3364,11.4417,2
329.4888,12.5218,2
329.6412,13.3589,2
329.7936,13.1184,2
329.946,12.2434,2
330.0984,11.7443,3
330.2508,12.2107,3
330.4032,12.7755,3
330.5556,12.4734,3
330.708,12.1204,3
330.8604,11.7348,3
331.0128,11.3518,3
331.1652,10.9097,3
331.3176,11.6413,3
331.47,12.8552,3
331.6224,12.2006,3
331.7748,11.8907,3
331.9272,12.0742,3
332.0796,13.3162,3
332.232,12.8209,3
332.3844,11.6771,3
332.5368,12.9185,3
332.6892,13.4113,3
332.8416,12.984,3
332.994,12.5404,3
333.1464,11.1206,3
333.2988,10.0281,3
333.4512,9.2693,3
333.6036,9.3118,3
333.756,9.9055,3
333.9084,10.0637,3
334.0608,10.6933,3
334.2132,11.2687,3
334.3656,11.4349,3
334.518,11.6642,3
334.6704,11.9286,3
334.8228,12.0735,3
334.9752,11.333,3
335.1276,9.2029,3
335.28,8.5874,3
335.4324,11.0033,3
335.5848,12.545,3
335.7372,13.1633,3
335.8896,12.3676,3
336.042,11.4474,3
336.1944,11.3948,3
336.3468,11.2324,3
336.4992,10.3893,3
336.6516,9.6872,3
336.804,9.4952,3
336.9564,10.3269,3
337.1088,11.1681,3
337.2612,11.9952,3
337.4136,12.6468,3
337.566,11.7591,3
337.7184,11.8622,3
337.8708,11.9913,3
338.0232,12.0581,3
338.1756,12.7447,3
338.328,13.8045,3
338.4804,13.4409,3
338.6328,12.7641,3
338.7852,13.0117,3
338.9376,11.4205,3
339.09,10.4009,3
339.2424,10.1821,3
339.3948,10.0294,3
339.5472,10.6648,3
339.6996,11.0301,3
339.852,10.2119,3
340.0044,9.9597,3
340.1568,9.3926,3
340.3092,8.356,3
340.4616,7.9096,3
340.614,8.5243,3
340.7664,9.1609,3
340.9188,9.1322,3
341.0712,9.6338,3
341.2236,10.2709,3
341.376,10.3097,3
341.5284,10.0673,3
341.6808,10.2908,3
341.8332,11.3779,3
341.9856,11.5924,3
342.138,11.1835,3
342.2904,10.1103,3
342.4428,9.365,3
342.5952,9.7019,3
342.7476,10.6637,3
342.9,11.9186,3
343.0524,11.767,3
343.2048,11.1962,3
343.3572,10.2004,3
343.5096,10.5696,3
343.662,11.0494,3
343.8144,11.2599,3
343.9668,10.2854,3
344.1192,9.8303,3
344.2716,10.4214,3
344.424,11.1794,3
344.5764,11.7775,3
344.7288,12.4587,3
344.8812,13.0493,3
345.0336,12.5318,3
345.186,10.8576,3
345.3384,10.7465,3
345.4908,10.6841,3
345.6432,9.7867,3
345.7956,9.7289,3
345.948,10.6096,3
346.1004,11.6713,3
346.2528,12.0984,3
346.4052,11.7031,3
346.5576,12.2597,3
346.71,11.6233,3
346.8624,11.5909,3
347.0148,12.3885,3
347.1672,12.5079,3
347.3196,12.2617,3
347.472,12.7711,3
347.6244,12.5918,3
347.7768,11.9239,3
347.9292,11.4945,3
348.0816,11.0847,3
348.234,11.2696,3
348.3864,11.5759,3
348.5388,10.6517,3
348.6912,9.3364,3
348.8436,8.6276,3
348.996,8.9311,3
349.1484,10.1052,3
349.3008,11.2303,3
349.4532,12.0036,3
349.6056,12.6601,3
349.758,12.2419,3
349.9104,11.0691,3
350.0628,11.0181,3
350.2152,11.5181,3
350.3676,11.6564,3
350.52,12.1618,3
350.6724,12.0283,3
350.8248,11.5083,3
350.9772,12.319,3
351.1296,12.6617,3
351.282,11.5137,3
351.4344,11.453,3
351.5868,11.6625,3
351.7392,13.2002,3
351.8916,14.3024,3
352.044,14.4514,3
352.1964,13.7529,3
352.3488,13.8345,3
352.5012,13.0273,3
352.6536,12.3176,3
352.806,12.0512,3
352.9584,12.462,3
353.1108,12.5096,3
353.2632,12.0778,3
353.4156,12.8638,3
353.568,12.1216,3
353.7204,11.8166,3
353.8728,13.0306,3
354.0252,14.2036,3
354.1776,14.5664,3
354.33,14.4303,3
354.4824,13.4337,3
354.6348,12.7106,3
354.7872,12.7895,3
354.9396,13.3542,3
355.092,13.7249,3
355.2444,13.3548,3
355.3968,12.8629,3
355.5492,12.5334,3
355.7016,12.7506,3
355.854,13.3298,3
356.0064,14.6764,3
356.1588,14.8449,3
356.3112,14.3089,3
356.4636,12.2967,3
356.616,10.9095,3
356.7684,10.2048,3
356.9208,10.3594,3
357.0732,11.3625,3
357.2256,12.6188,3
357.378,13.2925,3
357.5304,13.3027,3
357.6828,13.3735,3
357.8352,13.5182,3
357.9876,12.1653,3
358.14,11.3321,3
358.2924,12.48,3
358.4448,14.0022,3
358.5972,13.9306,3
358.7496,13.1204,3
358.902,12.518,3
359.0544,12.4096,3
359.2068,12.7726,3
359.3592,13.3472,3
359.5116,12.9958,3
359.664,12.4933,3
359.8164,12.5997,3
359.9688,13.1069,3
360.1212,12.8789,3
360.2736,13.1549,3
360.426,12.9321,3
360.5784,12.0421,3
360.7308,11.0839,3
360.8832,10.9038,3
361.0356,11.6821,3
361.188,13.0632,3
361.3404,13.509,3
361.4928,13.8305,3
361.6452,14.0631,3
361.7976,14.2243,3
361.95,14.2996,3
362.1024,15.4802,3
362.2548,14.9562,3
362.4072,15.1582,3
362.5596,15.2189,3
362.712,14.7043,3
362.8644,13.5892,3
363.0168,12.9617,3
363.1692,14.4851,3
363.3216,13.7667,3
363.474,13.2384,3
363.6264,13.59,3
363.7788,15.1654,3
363.9312,15.2386,3
364.0836,14.2648,3
364.236,13.2904,3
364.3884,12.4387,3
364.5408,11.8093,3
364.6932,11.9401,3
364.8456,12.1048,3
364.998,12.4268,3
365.1504,12.7264,3
365.3028,13.1022,3
365.4552,13.5979,3
365.6076,12.0679,3
365.76,11.8702,3
365.9124,11.6664,3
366.0648,11.1304,3
366.2172,11.6482,3
366.3696,12.2793,3
366.522,13.5505,3
366.6744,14.4533,3
366.8268,14.4838,3
366.9792,13.4682,3
367.1316,13.8113,3
367.284,13.6237,3
367.4364,12.0426,3
367.5888,11.1342,3
367.7412,10.5986,3
367.8936,11.1617,3
368.046,12.0436,3
368.1984,12.3333,3
368.3508,11.2146,3
368.5032,10.1507,3
368.6556,9.8927,3
368.808,10.3963,3
368.9604,11.0553,3
369.1128,12.5065,3
369.2652,12.4475,3
369.4176,13.0434,3
369.57,11.5849,3
369.7224,10.2959,3
369.8748,10.1683,3
370.0272,9.598,3
370.1796,9.5987,3
370.332,10.3845,3
370.4844,10.5999,3
370.6368,10.7192,3
370.7892,11.3836,3
370.9416,10.9683,3
371.094,10.1001,3
371.2464,10.0093,3
371.3988,10.866,3
371.5512,10.703,3
371.7036,10.5433,3
371.856,10.6297,3
372.0084,11.6732,3
372.1608,12.3548,3
372.3132,12.1564,3
372.4656,10.8417,3
372.618,10.2524,3
372.7704,10.2456,3
372.9228,10.3261,3
373.0752,10.3696,3
373.2276,10.0555,3
373.38,10.0981,3
373.5324,10.2331,3
373.6848,10.1572,3
373.8372,10.2093,3
373.9896,11.6095,3
374.142,12.4993,3
374.2944,12.6368,3
374.4468,12.3447,3
374.5992,12.0616,3
374.7516,11.4526,3
374.904,10.7202,3
375.0564,10.8369,3
375.2088,9.8845,3
375.3612,9.2744,3
375.5136,9.5064,3
375.666,10.0761,3
375.8184,9.9271,3
375.9708,10.5078,3
376.1232,10.3575,3
376.2756,10.7882,3
376.428,10.3614,3
376.5804,11.1494,3
376.7328,10.8929,3
376.8852,10.7233,3
377.0376,10.8397,3
377.19,11.6482,3
377.3424,11.3003,3
377.4948,10.5173,3
377.6472,10.2811,3
377.7996,9.914,3
377.952,9.3627,3
378.1044,8.7749,3
378.2568,8.3138,3
378.4092,8.2842,3
378.5616,8.3848,3
378.714,9.0005,3
378.8664,9.8683,3
379.0188,10.703,3
379.1712,11.7787,3
379.3236,12.0845,3
379.476,10.9143,3
379.6284,10.5138,3
379.7808,10.0883,3
379.9332,9.6168,3
380.0856,9.5973,3
380.238,10.8467,3
380.3904,11.5558,3
380.5428,11.81,3
380.6952,11.3881,3
380.8476,10.8227,3
381,11.0548,3
381.1524,10.949,3
381.3048,11.0218,3
381.4572,11.2319,3
381.6096,10.6499,3
381.762,11.2057,3
381.9144,11.8242,3
382.0668,11.6378,3
382.2192,10.919,3
382.3716,10.5726,3
382.524,10.5754,3
382.6764,10.7129,3
382.8288,10.9554,3
382.9812,9.8612,3
383.1336,9.9579,3
383.286,10.4885,3
383.4384,10.7575,3
383.5908,10.6983,3
383.7432,9.8642,3
383.8956,10.3813,3
384.048,11.3891,3
384.2004,12.2971,3
384.3528,12.3435,3
384.5052,13.3293,3
384.6576,13.4248,3
384.81,11.7384,3
384.9624,10.8718,3
385.1148,10.9739,3
385.2672,11.967,3
385.4196,12.188,3
385.572,12.24,3
385.7244,12.7167,3
385.8768,12.6216,3
386.0292,11.8744,3
386.1816,10.9662,3
386.334,10.5548,3
386.4864,10.9715,3
386.6388,11.4967,3
386.7912,12.6352,3
386.9436,13.7041,3
387.096,14.6441,3
387.2484,13.813,3
387.4008,13.2963,3
387.5532,13.6861,3
387.7056,14.9976,3
387.858,17.1461,3
388.0104,17.9517,3
388.1628,19.3662,3
388.3152,17.7182,3
388.4676,16.9735,3
388.62,17.3421,3
388.7724,16.7918,3
388.9248,16.2773,3
389.0772,15.2664,3
389.2296,15.8255,3
389.382,14.1625,3
389.5344,13.189,3
389.6868,12.0948,3
389.8392,12.066,3
389.9916,12.7815,3
390.144,14.2364,3
390.2964,14.3279,3
390.4488,13.5978,3
390.6012,13.3896,3
390.7536,12.7069,3
390.906,11.6554,3
391.0584,11.8653,3
391.2108,12.1148,3
391.3632,12.0364,3
391.5156,12.2743,3
391.668,12.5967,3
391.8204,12.9301,3
391.9728,13.6934,3
392.1252,12.9804,3
392.2776,13.5353,3
392.43,13.4557,3
392.5824,12.932,3
392.7348,13.4502,3
392.8872,13.0396,3
393.0396,12.9022,3
393.192,12.7751,3
393.3444,13.3073,3
393.4968,12.4166,3
393.6492,11.623,3
393.8016,11.3694,3
393.954,11.3749,3
394.1064,11.8991,3
394.2588,12.5593,3
394.4112,13.2692,3
394.5636,13.161,3
394.716,12.0804,3
394.8684,11.3791,3
395.0208,10.9216,3
395.1732,11.8199,3
395.3256,12.6681,3
395.478,13.148,3
395.6304,13.3671,3
395.7828,13.9938,3
395.9352,14.8863,3
396.0876,15.3562,3
396.24,14.1263,3
396.3924,13.0613,3
396.5448,12.2062,3
396.6972,12.937,3
396.8496,12.8953,3
397.002,11.4343,3
397.1544,11.1227,3
397.3068,12.592,3
397.4592,12.0004,3
397.6116,11.6294,3
397.764,11.9389,3
397.9164,11.3831,3
398.0688,11.1788,3
398.2212,12.0945,3
398.3736,13.3773,3
398.526,14.0035,3
398.6784,12.9304,3
398.8308,12.342,3
398.9832,12.9861,3
399.1356,13.6842,3
399.288,14.2183,3
399.4404,14.28,3
399.5928,13.9576,3
399.7452,13.0667,3
399.8976,12.6053,3
400.05,11.4003,3
400.2024,10.6724,3
400.3548,10.7938,3
400.5072,11.1802,3
400.6596,11.0992,3
400.812,10.724,3
400.9644,10.6419,3
401.1168,11.3742,3
401.2692,10.9317,3
401.4216,11.6008,3
401.574,12.9319,3
401.7264,14.5505,3
401.8788,14.9287,3
402.0312,15.632,3
402.1836,15.8808,3
402.336,14.7684,3
402.4884,14.7254,3
402.6408,16.0142,3
402.7932,17.5572,3
402.9456,18.8637,3
403.098,19.2801,3
403.2504,18.349,3
403.4028,16.9158,3
403.5552,16.324,3
403.7076,16.0503,3
403.86,15.1035,3
404.0124,14.9248,3
404.1648,16.5195,3
404.3172,17.4456,3
404.4696,16.78,3
404.622,17.1035,3
404.7744,18.2755,3
404.9268,19.5738,3
405.0792,20.4302,3
405.2316,19.9448,3
405.384,20.2828,3
405.5364,19.9268,3
405.6888,20.0603,3
405.8412,20.7382,3
405.9936,21.794,3
406.146,22.4866,3
406.2984,21.9809,3
406.4508,21.2159,3
406.6032,20.5393,3
406.7556,20.4376,3
406.908,21.0519,3
407.0604,21.5635,3
407.2128,21.1575,3
407.3652,21.3998,3
407.5176,20.8026,3
407.67,20.6833,3
407.8224,20.7638,3
407.9748,20.7291,3
408.1272,20.2808,3
408.2796,21.5087,3
408.432,22.7684,3
408.5844,23.3057,3
408.7368,23.1957,3
408.8892,22.7484,3
409.0416,21.4212,3
409.194,20.879,3
409.3464,21.4808,3
409.4988,22.2589,3
409.6512,22.3848,3
409.8036,21.6664,3
409.956,20.9794,3
410.1084,20.7876,3
410.2608,20.7942,3
410.4132,20.2909,3
410.5656,19.4159,3
410.718,19.9682,3
410.8704,20.4517,3
411.0228,19.9275,3
411.1752,20.0342,3
411.3276,20.7089,3
411.48,20.9802,3
411.6324,20.5545,3
411.7848,18.3778,3
411.9372,17.6018,3
412.0896,17.9865,3
412.242,18.3604,3
412.3944,18.7993,3
412.5468,18.6077,3
412.6992,17.9441,3
412.8516,17.5024,3
413.004,18.4089,3
413.1564,19.9729,3
413.3088,20.3089,3
413.4612,19.9763,3
413.6136,18.8806,3
413.766,18.2323,3
413.9184,19.4702,3
414.0708,19.8811,3
414.2232,19.8248,3
414.3756,18.3664,3
414.528,17.1847,3
414.6804,17.1848,3
414.8328,17.2602,3
414.9852,16.6769,3
415.1376,18.4723,3
415.29,19.0828,3
415.4424,18.5607,3
415.5948,18.7485,3
415.7472,18.5287,3
415.8996,17.6006,3
416.052,17.7503,3
416.2044,17.6005,3
416.3568,16.8261,3
416.5092,16.0547,3
416.6616,15.6196,3
416.814,15.9768,3
416.9664,16.4074,3
417.1188,17.244,3
417.2712,18.2633,3
417.4236,18.2257,3
417.576,18.2006,3
417.7284,18.3969,3
417.8808,18.2495,3
418.0332,17.8529,3
418.1856,17.6421,3
418.338,17.4342,3
418.4904,17.0844,3
418.6428,17.3289,3
418.7952,16.7941,3
418.9476,17.8317,3
419.1,19.0263,3
419.2524,18.9615,3
419.4048,18.063,3
419.5572,18.2325,3
419.7096,17.9368,3
419.862,16.9697,3
420.0144,16.232,3
420.1668,15.6781,3
420.3192,15.3502,3
420.4716,15.633,3
420.624,16.5456,3
420.7764,17.7112,3
420.9288,17.0626,3
421.0812,16.6515,3
421.2336,16.7141,3
421.386,16.043,3
421.5384,16.0827,3
421.6908,16.8839,3
421.8432,18.8674,3
421.9956,17.9067,3
422.148,17.4831,3
422.3004,17.758,3
422.4528,17.2078,3
422.6052,17.0757,3
422.7576,18.627,3
422.91,18.2893,3
423.0624,18.0289,3
423.2148,18.2103,3
423.3672,18.5673,3
423.5196,18.8037,3
423.672,18.1346,3
423.8244,17.3557,3
423.9768,17.01,3
424.1292,16.5893,3
424.2816,15.9467,3
424.434,15.1916,3
424.5864,14.6002,3
424.7388,14.3147,3
424.8912,14.3992,3
425.0436,14.5997,3
425.196,14.3898,3
425.3484,14.4168,3
425.5008,15.0434,3
425.6532,15.8274,3
425.8056,15.2063,3
425.958,14.6307,3
426.1104,14.1429,3
426.2628,13.824,3
426.4152,13.432,3
426.5676,14.661,3
426.72,17.4805,3
426.8724,18.9147,3
427.0248,20.5609,3
427.1772,21.7133,3
427.3296,20.5603,3
427.482,19.5103,3
427.6344,18.6253,3
427.7868,17.7737,3
427.9392,17.6963,3
428.0916,17.1697,3
428.244,16.4431,3
428.3964,17.1686,3
428.5488,17.552,3
428.7012,17.0683,3
428.8536,17.0697,3
429.006,19.5235,3
429.1584,20.9949,3
429.3108,20.8027,3
429.4632,19.8097,3
429.6156,18.643,3
429.768,17.9505,3
429.9204,18.774,3
430.0728,20.0728,3
430.2252,20.1821,3
430.3776,18.45,3
430.53,18.2056,3
430.6824,19.0977,3
430.8348,20.2849,3
430.9872,21.7405,3
431.1396,23.0281,3
431.292,24.2869,3
431.4444,23.5669,3
