metres,GR,helper
431.5968,22.1343,3
431.7492,21.0572,3
431.9016,20.1022,3
432.054,19.1767,3
432.2064,18.5597,3
432.3588,20.4006,3
432.5112,21.5375,3
432.6636,21.6122,3
432.816,22.3215,3
432.9684,23.066,3
433.1208,23.637,3
433.2732,23.4613,3
433.4256,24.1053,3
433.578,23.6859,3
433.7304,23.8106,3
433.8828,23.9536,3
434.0352,22.3265,3
434.1876,20.781,3
434.34,19.3034,3
434.4924,18.4748,3
434.6448,19.0502,3
434.7972,20.062,3
434.9496,21.2612,3
435.102,22.2135,3
435.2544,22.9459,3
435.4068,23.1794,3
435.5592,22.9028,3
435.7116,23.3431,3
435.864,24.5165,3
436.0164,25.5904,3
436.1688,26.7818,3
436.3212,26.5991,3
436.4736,25.8068,3
436.626,25.258,3
436.7784,27.7112,3
436.9308,29.3292,3
437.0832,32.8391,3
437.2356,37.7869,3
437.388,41.5005,3
437.5404,39.1817,3
437.6928,37.3718,3
437.8452,38.2749,3
437.9976,36.5335,3
438.15,33.47,3
438.3024,31.6394,3
438.4548,31.2141,3
438.6072,30.9926,3
438.7596,30.3284,3
438.912,30.2925,3
439.0644,31.3335,3
439.2168,30.5189,3
439.3692,29.8785,3
439.5216,28.9498,3
439.674,27.7147,3
439.8264,27.4679,3
439.9788,27.4074,3
440.1312,28.1072,3
440.2836,27.6892,3
440.436,27.0357,3
440.5884,28.5355,3
440.7408,28.2107,3
440.8932,27.0818,3
441.0456,26.099,3
441.198,25.3343,3
441.3504,25.3082,3
441.5028,26.0296,3
441.6552,26.3361,3
441.8076,27.9818,3
441.96,29.726,3
442.1124,29.959,3
442.2648,29.5233,3
442.4172,29.2898,3
442.5696,29.0182,3
442.722,27.7407,3
442.8744,26.3654,3
443.0268,25.5001,3
443.1792,27.1065,3
443.3316,28.1875,3
443.484,27.7921,3
443.6364,28.7601,3
443.7888,30.1963,3
443.9412,28.3216,3
444.0936,26.9238,3
444.246,26.5608,3
444.3984,25.7314,3
444.5508,25.4139,3
444.7032,25.4209,3
444.8556,25.1329,3
445.008,25.7805,3
445.1604,27.831,3
445.3128,29.5499,3
445.4652,30.6302,3
445.6176,29.1982,3
445.77,27.9875,3
445.9224,29.5812,3
446.0748,30.2248,3
446.2272,29.4573,3
446.3796,29.2412,3
446.532,28.8409,3
446.6844,28.3955,3
446.8368,29.3103,3
446.9892,30.4938,3
447.1416,29.8005,3
447.294,29.9259,3
447.4464,30.3074,3
447.5988,29.6816,3
447.7512,28.947,3
447.9036,28.3761,3
448.056,29.2663,3
448.2084,26.5846,3
448.3608,25.8662,3
448.5132,25.9353,3
448.6656,26.5333,3
448.818,27.4253,3
448.9704,27.645,3
449.1228,26.8508,3
449.2752,26.8762,3
449.4276,27.5544,3
449.58,28.8443,3
449.7324,28.9374,3
449.8848,27.7613,3
450.0372,26.6344,3
450.1896,26.4405,3
450.342,27.4919,3
450.4944,25.4827,3
450.6468,23.9595,3
450.7992,25.0736,3
450.9516,26.0925,3
451.104,25.3448,3
451.2564,23.9517,3
451.4088,23.9509,3
451.5612,23.4757,3
451.7136,22.5094,3
451.866,23.041,3
452.0184,23.3838,3
452.1708,22.4962,3
452.3232,22.3919,3
452.4756,23.822,3
452.628,25.0854,3
452.7804,24.5164,3
452.9328,24.474,3
453.0852,24.3732,3
453.2376,23.6435,3
453.39,24.6144,3
453.5424,26.0421,3
453.6948,26.6931,3
453.8472,26.7728,3
453.9996,26.5647,3
454.152,26.8577,3
454.3044,27.8626,3
454.4568,27.8553,3
454.6092,27.6388,3
454.7616,27.9808,3
454.914,26.5169,3
455.0664,25.1202,3
455.2188,24.4358,3
455.3712,24.1678,3
455.5236,23.9299,3
455.676,23.8876,3
455.8284,25.7196,3
455.9808,24.9746,3
456.1332,23.1043,3
456.2856,20.7701,3
456.438,21.2103,3
456.5904,23.1043,3
456.7428,23.9403,3
456.8952,23.2276,3
457.0476,22.3018,3
457.2,22.0156,3
457.3524,21.7544,3
457.5048,22.2729,3
457.6572,22.8855,3
457.8096,23.4986,3
457.962,24.0489,3
458.1144,24.6788,3
458.2668,26.4147,3
458.4192,26.6223,3
458.5716,24.7856,3
458.724,21.4766,3
458.8764,20.2812,3
459.0288,19.8963,3
459.1812,21.104,3
459.3336,21.4346,3
459.486,23.4934,3
459.6384,25.4659,3
459.7908,25.1171,3
459.9432,24.8237,3
460.0956,25.275,3
460.248,26.6077,3
460.4004,27.186,3
460.5528,25.3752,3
460.7052,25.2248,3
460.8576,26.0852,3
461.01,25.0322,3
461.1624,25.3376,3
461.3148,25.6954,3
461.4672,24.1086,3
461.6196,23.0979,3
461.772,21.5816,3
461.9244,21.9176,3
462.0768,23.608,3
462.2292,24.2778,3
462.3816,25.5348,3
462.534,24.3228,3
462.6864,24.7341,3
462.8388,24.1242,3
462.9912,23.1439,3
463.1436,22.3571,3
463.296,23.0389,3
463.4484,24.1775,3
463.6008,23.5923,3
463.7532,23.4997,3
463.9056,24.519,3
464.058,25.8051,3
464.2104,27.319,3
464.3628,28.3194,3
464.5152,27.6648,3
464.6676,25.875,3
464.82,24.4403,3
464.9724,22.8929,3
465.1248,21.4479,3
465.2772,20.1479,3
465.4296,19.6536,3
465.582,20.8212,3
465.7344,22.3419,3
465.8868,23.1437,3
466.0392,23.9092,3
466.1916,22.8747,3
466.344,21.8318,3
466.4964,21.4604,3
466.6488,22.2775,3
466.8012,24.5105,3
466.9536,24.9648,3
467.106,23.8427,3
467.2584,24.2255,3
467.4108,24.2276,3
467.5632,23.0769,3
467.7156,21.5318,3
467.868,20.3167,3
468.0204,19.3675,3
468.1728,19.6703,3
468.3252,19.554,3
468.4776,19.6595,3
468.63,21.0492,3
468.7824,21.5239,3
468.9348,20.7309,3
469.0872,19.9318,3
469.2396,19.3061,3
469.392,19.9821,3
469.5444,21.2475,3
469.6968,20.8873,3
469.8492,19.406,3
470.0016,19.324,3
470.154,18.4745,3
470.3064,17.7626,3
470.4588,16.373,3
470.6112,17.4099,3
470.7636,18.082,3
470.916,17.1263,3
471.0684,17.1952,3
471.2208,17.9378,3
471.3732,18.6254,3
471.5256,20.3553,3
471.678,20.7181,3
471.8304,19.8835,3
471.9828,18.0936,3
472.1352,16.5724,3
472.2876,15.5895,3
472.44,16.5328,3
472.5924,18.3748,3
472.7448,19.0007,3
472.8972,16.8749,3
473.0496,14.7367,3
473.202,14.3704,3
473.3544,16.4439,3
473.5068,18.4069,3
473.6592,18.9583,3
473.8116,18.7087,3
473.964,18.7201,3
474.1164,19.1798,3
474.2688,20.6762,3
474.4212,21.2426,3
474.5736,21.9939,3
474.726,23.0741,3
474.8784,22.8961,3
475.0308,21.7982,3
475.1832,21.138,3
475.3356,22.6738,3
475.488,23.814,3
475.6404,23.7341,3
475.7928,24.1618,3
475.9452,23.3724,3
476.0976,22.7162,3
476.25,22.3485,3
476.4024,22.2417,3
476.5548,23.5085,3
476.7072,23.5289,3
476.8596,22.7644,3
477.012,22.364,3
477.1644,22.6278,3
477.3168,22.9774,3
477.4692,22.4353,3
477.6216,21.9417,3
477.774,21.4918,3
477.9264,20.9861,3
478.0788,21.9673,3
478.2312,24.2776,3
478.3836,25.1639,3
478.536,24.7971,3
478.6884,24.0641,3
478.8408,24.103,3
478.9932,24.862,3
479.1456,25.3715,3
479.298,23.9191,3
479.4504,22.8355,3
479.6028,23.683,3
479.7552,23.8788,3
479.9076,23.2318,3
480.06,22.9019,3
480.2124,22.6118,3
480.3648,21.9925,3
480.5172,22.7428,3
480.6696,23.7873,3
480.822,23.7719,3
480.9744,22.9737,3
481.1268,22.9348,3
481.2792,24.4866,3
481.4316,24.6426,3
481.584,23.0883,3
481.7364,21.3522,3
481.8888,19.4512,3
482.0412,19.0416,3
482.1936,19.7171,3
482.346,20.5803,3
482.4984,21.0693,3
482.6508,20.519,3
482.8032,21.3421,3
482.9556,22.574,3
483.108,23.7951,3
483.2604,23.1353,3
483.4128,21.7699,3
483.5652,22.1865,3
483.7176,22.7014,3
483.87,22.2148,3
484.0224,20.9724,3
484.1748,20.9478,3
484.3272,20.6131,3
484.4796,19.7471,3
484.632,19.0918,3
484.7844,17.9994,3
484.9368,18.1875,3
485.0892,19.1315,3
485.2416,20.6835,3
485.394,20.0677,3
485.5464,18.7484,3
485.6988,19.9382,3
485.8512,20.6585,3
486.0036,19.9088,3
486.156,20.0971,3
486.3084,21.4875,3
486.4608,20.9664,3
486.6132,21.25,3
486.7656,21.224,3
486.918,20.889,3
487.0704,20.1915,3
487.2228,19.9449,3
487.3752,21.6901,3
487.5276,21.8962,3
487.68,21.4307,3
487.8324,21.3082,3
487.9848,20.96,3
488.1372,20.2123,3
488.2896,19.3831,3
488.442,18.6643,3
488.5944,18.5193,3
488.7468,19.6635,3
488.8992,20.9032,3
489.0516,21.3211,3
489.204,22.3781,3
489.3564,23.4267,3
489.5088,22.7354,3
489.6612,20.5386,3
489.8136,19.9249,3
489.966,20.8238,3
490.1184,21.3798,3
490.2708,20.6692,3
490.4232,19.7598,3
490.5756,19.946,3
490.728,19.2516,3
490.8804,18.4263,3
491.0328,19.6271,3
491.1852,19.2398,3
491.3376,19.4682,3
491.49,20.9577,3
491.6424,22.6484,3
491.7948,21.7925,3
491.9472,20.7823,3
492.0996,20.6591,3
492.252,21.591,3
492.4044,22.7976,3
492.5568,23.7932,3
492.7092,22.6519,3
492.8616,21.7163,3
493.014,20.569,3
493.1664,19.8414,3
493.3188,20.4324,3
493.4712,21.0445,3
493.6236,20.6585,3
493.776,18.9595,3
493.9284,17.6197,3
494.0808,18.3657,3
494.2332,19.0493,3
494.3856,18.6034,3
494.538,18.6722,3
494.6904,20.2665,3
494.8428,21.5147,3
494.9952,22.1994,3
495.1476,22.1032,3
495.3,21.2181,3
495.4524,20.1718,3
495.6048,21.1997,3
495.7572,22.6506,3
495.9096,23.1098,3
496.062,22.6305,3
496.2144,22.5364,3
496.3668,23.9289,3
496.5192,23.8474,3
496.6716,22.548,3
496.824,21.4742,3
496.9764,22.3297,3
497.1288,22.474,3
497.2812,23.4232,3
497.4336,25.0962,3
497.586,26.5418,3
497.7384,27.3658,3
497.8908,26.6036,3
498.0432,24.9951,3
498.1956,24.8405,4
498.348,25.0918,4
498.5004,23.512,4
498.6528,22.1586,4
498.8052,23.8655,4
498.9576,24.8213,4
499.11,24.763,4
499.2624,24.5555,4
499.4148,25.6775,4
499.5672,27.0241,4
499.7196,28.1795,4
499.872,28.1793,4
500.0244,26.474,4
500.1768,26.0044,4
500.3292,25.2328,4
500.4816,24.3878,4
500.634,23.9999,4
500.7864,24.6816,4
500.9388,24.8992,4
501.0912,23.0753,4
501.2436,21.1337,4
501.396,19.5132,4
501.5484,20.6436,4
501.7008,22.1923,4
501.8532,22.8943,4
502.0056,22.1538,4
502.158,22.8897,4
502.3104,23.2255,4
502.4628,22.2079,4
502.6152,21.646,4
502.7676,23.0419,4
502.92,24.9911,4
503.0724,25.9924,4
503.2248,24.7224,4
503.3772,23.3336,4
503.5296,23.1242,4
503.682,24.2788,4
503.8344,23.6003,4
503.9868,23.4363,4
504.1392,24.9438,4
504.2916,25.4692,4
504.444,24.9377,4
504.5964,23.6376,4
504.7488,22.247,4
504.9012,22.2491,4
505.0536,22.7646,4
505.206,22.9993,4
505.3584,22.6129,4
505.5108,22.2579,4
505.6632,22.8683,4
505.8156,23.8249,4
505.968,23.4975,4
506.1204,24.3866,4
506.2728,22.9575,4
506.4252,23.1895,4
506.5776,25.7806,4
506.73,25.8114,4
506.8824,25.346,4
507.0348,26.0784,4
507.1872,28.969,4
507.3396,30.4541,4
507.492,30.1868,4
507.6444,28.6272,4
507.7968,27.4141,4
507.9492,26.7174,4
508.1016,26.1972,4
508.254,27.1742,4
508.4064,27.7393,4
508.5588,27.4328,4
508.7112,27.1691,4
508.8636,26.7102,4
509.016,25.8421,4
509.1684,25.2834,4
509.3208,24.758,4
509.4732,23.6935,4
509.6256,23.1653,4
509.778,23.6526,4
509.9304,24.4032,4
510.0828,24.9487,4
510.2352,24.1733,4
510.3876,23.3455,4
510.54,22.6654,4
510.6924,22.0471,4
510.8448,24.1068,4
510.9972,25.9761,4
511.1496,24.3855,4
511.302,23.3028,4
511.4544,22.9655,4
511.6068,22.0099,4
511.7592,20.8178,4
511.9116,21.3385,4
512.064,23.2773,4
512.2164,24.232,4
512.3688,24.6533,4
512.5212,24.8841,4
512.6736,23.84,4
512.826,21.9971,4
512.9784,21.3334,4
513.1308,20.3869,4
513.2832,19.8472,4
513.4356,20.7654,4
513.588,22.506,4
513.7404,23.7175,4
513.8928,24.0517,4
514.0452,23.7693,4
514.1976,23.1813,4
514.35,22.3124,4
514.5024,22.8746,4
514.6548,26.0581,4
514.8072,25.2084,4
514.9596,23.3635,4
515.112,22.3716,4
515.2644,22.0303,4
515.4168,22.1807,4
515.5692,21.6398,4
515.7216,24.3463,4
515.874,26.3011,4
516.0264,24.9727,4
516.1788,23.9699,4
516.3312,24.8681,4
516.4836,25.8564,4
516.636,27.4245,4
516.7884,29.2471,4
516.9408,30.4212,4
517.0932,30.838,4
517.2456,29.2241,4
517.398,28.8147,4
517.5504,29.6359,4
517.7028,28.277,4
517.8552,26.5178,4
518.0076,25.0533,4
518.16,24.668,4
518.3124,26.5359,4
518.4648,28.953,4
518.6172,28.9106,4
518.7696,28.8267,4
518.922,29.617,4
519.0744,31.1247,4
519.2268,32.6142,4
519.3792,32.636,4
519.5316,31.4489,4
519.684,31.4628,4
519.8364,31.0376,4
519.9888,30.0786,4
520.1412,29.2521,4
520.2936,29.2214,4
520.446,30.2333,4
520.5984,29.3863,4
520.7508,28.1969,4
520.9032,26.7742,4
521.0556,24.7945,4
521.208,22.5253,4
521.3604,20.4182,4
521.5128,19.2047,4
521.6652,19.8587,4
521.8176,21.1662,4
521.97,23.4673,4
522.1224,24.949,4
522.2748,25.921,4
522.4272,27.4224,4
522.5796,28.0114,4
522.732,28.1865,4
522.8844,28.8547,4
523.0368,29.5273,4
523.1892,29.3452,4
523.3416,30.7118,4
523.494,31.1979,4
523.6464,28.5899,4
523.7988,26.9065,4
523.9512,25.5781,4
524.1036,25.6437,4
524.256,25.1226,4
524.4084,25.0391,4
524.5608,23.3096,4
524.7132,22.4283,4
524.8656,23.7025,4
525.018,25.6944,4
525.1704,26.7426,4
525.3228,26.73,4
525.4752,25.1126,4
525.6276,24.4064,4
525.78,24.6084,4
525.9324,25.1644,4
526.0848,25.23,4
526.2372,25.2678,4
526.3896,26.529,4
526.542,26.1902,4
526.6944,27.5153,4
526.8468,27.5365,4
526.9992,28.5844,4
527.1516,30.5809,4
527.304,31.7354,4
527.4564,32.2198,4
527.6088,30.0723,4
527.7612,29.3761,4
527.9136,29.8665,4
528.066,29.1894,4
528.2184,28.5852,4
528.3708,28.0076,4
528.5232,26.8785,4
528.6756,26.7256,4
528.828,27.4444,4
528.9804,26.8819,4
529.1328,27.6972,4
529.2852,28.9092,4
529.4376,30.0501,4
529.59,30.1477,4
529.7424,29.6057,4
529.8948,30.2328,4
530.0472,30.4013,4
530.1996,29.4348,4
530.352,28.3196,4
530.5044,28.057,4
530.6568,29.6108,4
530.8092,30.7644,4
530.9616,31.0208,4
531.114,29.5718,4
531.2664,28.4387,4
531.4188,27.6303,4
531.5712,26.453,4
531.7236,25.9579,4
531.876,26.8693,4
532.0284,27.2077,4
532.1808,27.8741,4
532.3332,28.8493,4
532.4856,27.0413,4
532.638,27.2698,4
532.7904,27.8533,4
532.9428,26.53,4
533.0952,25.5687,4
533.2476,26.5151,4
533.4,25.234,4
533.5524,26.0226,4
533.7048,27.1913,4
533.8572,28.2399,4
534.0096,28.4166,4
534.162,29.6145,4
534.3144,29.0573,4
534.4668,29.9286,4
534.6192,29.6814,4
534.7716,29.0355,4
534.924,30.599,4
535.0764,30.5983,4
535.2288,30.736,4
535.3812,32.68,4
535.5336,34.0104,4
535.686,34.5604,4
535.8384,34.4014,4
535.9908,35.0158,4
536.1432,35.5816,4
536.2956,33.9526,4
536.448,32.4856,4
536.6004,31.7362,4
536.7528,31.0296,4
536.9052,30.3607,4
537.0576,31.6694,4
537.21,33.8018,4
537.3624,34.6851,4
537.5148,35.7179,4
537.6672,35.651,4
537.8196,34.2259,4
537.972,32.6918,4
538.1244,30.3525,4
538.2768,28.3073,4
538.4292,26.8407,4
538.5816,26.0454,4
538.734,25.3535,4
538.8864,26.894,4
539.0388,26.8771,4
539.1912,28.3941,4
539.3436,30.4524,4
539.496,30.06,4
539.6484,31.0523,4
539.8008,32.0911,4
539.9532,32.9141,4
540.1056,32.1434,4
540.258,30.774,4
540.4104,29.6943,4
540.5628,29.8686,4
540.7152,28.9088,4
540.8676,27.0477,4
541.02,25.8145,4
541.1724,24.9323,4
541.3248,23.946,4
541.4772,24.1597,4
541.6296,25.6426,4
541.782,26.1034,4
541.9344,24.2861,4
542.0868,22.4526,4
542.2392,21.6179,4
542.3916,23.7928,4
542.544,25.0921,4
542.6964,25.4607,4
542.8488,26.3457,4
543.0012,28.1972,4
543.1536,27.71,4
543.306,26.0531,4
543.4584,24.5607,4
543.6108,24.0765,4
543.7632,26.5904,4
543.9156,26.3943,4
544.068,24.8155,4
544.2204,23.7829,4
544.3728,23.1287,4
544.5252,21.9536,4
544.6776,17.0293,4
544.83,15.7772,4
544.9824,15.6613,4
545.1348,14.9373,4
545.2872,14.9712,4
545.4396,17.1143,4
545.592,19.1088,4
545.7444,21.083,4
545.8968,22.4991,4
546.0492,23.3672,4
546.2016,24.1211,4
546.354,24.0326,4
546.5064,25.5353,4
546.6588,27.7555,4
546.8112,29.5146,4
546.9636,30.6242,4
547.116,30.892,4
547.2684,30.7441,4
547.4208,31.878,4
547.5732,33.0423,4
547.7256,33.362,4
547.878,32.98,4
548.0304,32.2402,4
548.1828,31.0702,4
548.3352,29.7838,4
548.4876,28.6946,4
548.64,28.2846,4
548.7924,27.0098,4
548.9448,25.9992,4
549.0972,25.7261,4
549.2496,26.003,4
549.402,24.608,4
549.5544,22.6242,4
549.7068,21.0238,4
549.8592,19.5396,4
550.0116,19.2748,4
550.164,19.2469,4
550.3164,19.4527,4
550.4688,20.0359,4
550.6212,19.2923,4
550.7736,18.8977,4
550.926,19.2362,4
551.0784,19.0524,4
551.2308,18.5062,4
551.3832,19.4531,4
551.5356,21.0811,4
551.688,23.4417,4
551.8404,25.8787,4
551.9928,27.5044,4
552.1452,28.162,4
552.2976,28.1842,4
552.45,27.7255,4
552.6024,26.4559,4
552.7548,24.6956,4
552.9072,22.4441,4
553.0596,21.1316,4
553.212,20.0499,4
553.3644,20.2772,4
553.5168,19.9383,4
553.6692,17.884,4
553.8216,17.8525,4
553.974,17.5513,4
554.1264,17.5311,4
554.2788,19.9074,4
554.4312,21.9553,4
554.5836,24.2496,4
554.736,27.6755,4
554.8884,30.8307,4
555.0408,34.4888,4
555.1932,35.5802,4
555.3456,43.1596,4
555.498,43.0754,4
555.6504,36.0665,4
555.8028,27.958,4
555.9552,25.5066,4
556.1076,22.0174,4
556.26,20.7427,4
556.4124,19.6735,4
556.5648,17.9757,4
556.7172,18.2334,4
556.8696,19.7729,4
557.022,19.3769,5
557.1744,18.7958,5
557.3268,18.6962,5
557.4792,18.7874,5
557.6316,18.6918,5
557.784,18.5279,5
557.9364,18.8691,5
558.0888,19.7803,5
558.2412,20.889,5
558.3936,21.6954,5
558.546,21.3063,5
558.6984,20.1435,5
558.8508,19.7273,5
559.0032,19.4872,5
559.1556,19.128,5
559.308,20.2285,5
559.4604,20.1596,5
559.6128,19.2027,5
559.7652,19.3452,5
559.9176,19.6391,5
560.07,19.1926,5
560.2224,19.287,5
560.3748,20.054,5
560.5272,20.3565,5
560.6796,20.0946,5
560.832,19.4961,5
560.9844,19.1867,5
561.1368,19.2596,5
561.2892,18.9578,5
561.4416,18.5404,5
561.594,18.3284,5
561.7464,18.4475,5
561.8988,17.9445,5
562.0512,17.8362,5
562.2036,18.7578,5
562.356,18.8573,5
562.5084,18.4273,5
562.6608,18.2204,5
562.8132,18.7316,5
562.9656,19.8406,5
563.118,19.1797,5
563.2704,18.1086,5
563.4228,17.5782,5
563.5752,17.7308,5
563.7276,18.5168,5
563.88,18.7144,5
564.0324,18.3941,5
564.1848,18.5681,5
564.3372,19.7381,5
564.4896,20.7319,5
564.642,21.7716,5
564.7944,22.8921,5
564.9468,23.63,5
565.0992,22.8734,5
565.2516,21.4963,5
565.404,20.3133,5
565.5564,19.0719,5
565.7088,18.1844,5
565.8612,18.5347,5
566.0136,18.3398,5
566.166,18.6918,5
566.3184,20.1865,5
566.4708,21.043,5
566.6232,20.9156,5
566.7756,19.9908,5
566.928,20.2664,5
567.0804,21.5245,5
567.2328,19.5121,5
567.3852,17.7366,5
567.5376,16.1462,5
567.69,16.1834,5
567.8424,17.5645,5
567.9948,18.8091,5
568.1472,19.5151,5
568.2996,19.3357,5
568.452,19.3105,5
568.6044,19.4285,5
568.7568,19.2234,5
568.9092,18.7886,5
569.0616,19.0556,5
569.214,19.2372,5
569.3664,18.591,5
569.5188,18.2102,5
569.6712,18.1582,5
569.8236,18.1983,5
569.976,19.0484,5
570.1284,20.4399,5
570.2808,21.1386,5
570.4332,21.5355,5
570.5856,22.5409,5
570.738,23.4699,5
570.8904,22.4688,5
571.0428,21.1713,5
571.1952,20.292,5
571.3476,20.309,5
571.5,19.4918,5
571.6524,20.5897,5
571.8048,21.8416,5
571.9572,21.3387,5
572.1096,20.9411,5
572.262,21.3743,5
572.4144,22.3239,5
572.5668,23.5391,5
572.7192,23.6942,5
572.8716,22.9572,5
573.024,22.6862,5
573.1764,23.5086,5
573.3288,24.6637,5
573.4812,25.9085,5
573.6336,26.8121,5
573.786,26.736,5
573.9384,26.5967,5
574.0908,26.4621,5
574.2432,25.5956,5
574.3956,25.4964,5
574.548,24.3627,5
574.7004,22.6053,5
574.8528,21.7551,5
575.0052,22.3935,5
575.1576,23.2985,5
575.31,23.7028,5
575.4624,23.7183,5
575.6148,22.8439,5
575.7672,22.1626,5
575.9196,22.9795,5
576.072,24.7074,5
576.2244,25.6811,5
576.3768,24.5368,5
576.5292,24.1863,5
576.6816,23.9617,5
576.834,22.6322,5
576.9864,21.3275,5
577.1388,20.0626,5
577.2912,20.0226,5
577.4436,20.8659,5
577.596,21.0435,5
577.7484,20.3828,5
577.9008,20.3078,5
578.0532,19.9616,5
578.2056,17.6978,5
578.358,18.1497,5
578.5104,18.0153,5
578.6628,18.6333,5
578.8152,20.1593,5
578.9676,21.1367,5
579.12,21.1333,5
579.2724,20.0507,5
579.4248,19.4106,5
579.5772,18.9858,5
579.7296,19.3731,5
579.882,19.4144,5
580.0344,19.0959,5
580.1868,18.8678,5
580.3392,18.9945,5
580.4916,17.4852,5
580.644,16.3261,5
580.7964,16.6439,5
580.9488,18.0133,5
581.1012,18.1978,5
581.2536,19.8423,5
581.406,21.3539,5
581.5584,21.8359,5
581.7108,19.78,5
581.8632,19.2151,5
582.0156,18.6569,5
582.168,17.4457,5
582.3204,17.2062,5
582.4728,17.9484,5
582.6252,18.5861,5
582.7776,18.986,5
582.93,19.4926,5
583.0824,20.3473,5
583.2348,20.0891,5
583.3872,18.9082,5
583.5396,18.4769,5
583.692,18.9215,5
583.8444,19.7485,5
583.9968,20.7389,5
584.1492,21.5203,5
584.3016,21.8352,5
584.454,21.5319,5
584.6064,19.4103,5
584.7588,17.619,5
584.9112,16.4315,5
585.0636,15.9932,5
585.216,16.9925,5
585.3684,17.5655,5
585.5208,17.8866,5
585.6732,17.988,5
585.8256,17.643,5
585.978,16.5579,5
586.1304,14.8903,5
586.2828,15.1223,5
586.4352,18.0768,5
586.5876,18.1622,5
586.74,17.5923,5
586.8924,19.4059,5
587.0448,21.0111,5
587.1972,21.8468,5
587.3496,20.5892,5
587.502,20.2437,5
587.6544,19.9114,5
587.8068,19.2314,5
587.9592,19.678,5
588.1116,19.9207,5
588.264,20.3458,5
588.4164,21.6159,5
588.5688,21.7692,5
588.7212,22.2962,5
588.8736,21.7434,5
589.026,21.8058,5
589.1784,20.2531,5
589.3308,17.9443,5
589.4832,18.0437,5
589.6356,17.8977,5
589.788,17.2549,5
589.9404,16.8456,5
590.0928,17.0384,5
590.2452,17.0854,5
590.3976,17.4175,5
590.55,16.8111,5
590.7024,17.2049,5
590.8548,17.7193,5
591.0072,17.6394,5
591.1596,17.5795,5
591.312,18.1757,5
591.4644,19.7118,5
591.6168,21.2722,5
591.7692,22.5555,5
591.9216,23.291,5
592.074,22.8363,5
592.2264,22.6862,5
592.3788,22.2119,5
592.5312,21.3573,5
592.6836,22.411,5
592.836,22.3271,5
592.9884,21.0432,5
593.1408,19.8644,5
593.2932,18.5619,5
593.4456,17.8799,5
593.598,18.9938,5
593.7504,20.6807,5
593.9028,22.4671,5
594.0552,23.3378,5
594.2076,23.812,5
594.36,24.9864,5
594.5124,26.3163,5
594.6648,27.5774,5
594.8172,26.3127,5
594.9696,25.9111,5
595.122,26.1975,5
595.2744,25.6386,5
595.4268,24.676,5
595.5792,23.7012,5
595.7316,24.4856,5
595.884,26.5812,5
596.0364,26.8276,5
596.1888,26.1603,5
596.3412,25.8298,5
596.4936,26.4698,5
596.646,26.6922,5
596.7984,26.6687,5
596.9508,25.9648,5
597.1032,23.8294,5
597.2556,22.7658,5
597.408,21.8142,5
597.5604,20.2267,5
597.7128,18.4812,5
597.8652,17.2343,5
598.0176,17.51,5
598.17,18.3881,5
598.3224,19.576,5
598.4748,20.6828,5
598.6272,21.0596,5
598.7796,21.67,5
598.932,20.9985,5
599.0844,20.5877,5
599.2368,21.4955,5
599.3892,20.9808,5
599.5416,21.0582,5
599.694,22.0416,5
599.8464,20.6943,5
599.9988,18.8446,5
600.1512,19.4297,5
600.3036,21.0857,5
600.456,23.289,5
600.6084,24.428,5
600.7608,24.2069,5
600.9132,22.5121,5
601.0656,22.3536,5
601.218,20.6323,5
601.3704,19.1719,5
601.5228,19.005,5
601.6752,19.4079,5
601.8276,19.5111,5
601.98,19.5171,5
602.1324,20.2496,5
