DEPTH_WMSF,HCGR,helper
151.3332,15.8977,2
151.4856,15.3775,2
151.638,15.8994,2
151.7904,17.4565,2
151.9428,17.5699,2
152.0952,15.8868,2
152.2476,14.3333,2
152.4,14.8489,2
152.5524,15.8996,2
152.7048,15.702,2
152.8572,14.4683,2
153.0096,14.7145,2
153.162,15.0808,2
153.3144,15.3265,2
153.4668,15.9372,2
153.6192,15.7269,2
153.7716,15.6728,2
153.924,16.398,2
154.0764,16.3136,2
154.2288,16.0993,2
154.3812,16.3558,2
154.5336,17.507,2
154.686,17.1946,2
154.8384,16.7443,2
154.9908,16.6198,2
155.1432,16.7663,2
155.2956,17.4046,2
155.448,17.1301,2
155.6004,16.2747,2
155.7528,16.479,2
155.9052,16.8865,2
156.0576,16.397,2
156.21,15.6775,2
156.3624,15.6494,2
156.5148,15.2465,2
156.6672,13.7868,2
156.8196,12.4146,2
156.972,12.4965,2
157.1244,13.1265,2
157.2768,14.0957,2
157.4292,15.8813,2
157.5816,17.9821,2
157.734,20.2088,2
157.8864,22.0191,2
158.0388,23.3644,2
158.1912,24.9951,2
158.3436,26.3221,2
158.496,26.9383,2
158.6484,26.841,2
158.8008,27.388,2
158.9532,27.986,2
159.1056,27.6238,2
159.258,27.3639,2
159.4104,27.1176,2
159.5628,26.0884,2
159.7152,24.322,2
159.8676,22.2407,2
160.02,21.3436,3
160.1724,21.7077,3
160.3248,22.5018,3
160.4772,22.1478,3
160.6296,20.7871,3
160.782,19.7228,3
160.9344,19.4221,3
161.0868,20.7376,3
161.2392,22.2545,3
161.3916,22.9122,3
161.544,22.7679,3
161.6964,21.8097,3
161.8488,21.3947,3
162.0012,22.2776,3
162.1536,22.7404,3
162.306,22.2383,3
162.4584,22.048,3
162.6108,23.0488,3
162.7632,23.3675,3
162.9156,23.3991,3
163.068,22.4344,3
163.2204,21.5281,3
163.3728,21.4949,3
163.5252,20.7216,3
163.6776,19.0288,3
163.83,18.2205,3
163.9824,19.5065,3
164.1348,21.4323,3
164.2872,22.1388,3
164.4396,23.1109,3
164.592,23.476,3
164.7444,23.7791,3
164.8968,24.7869,3
165.0492,26.1564,3
165.2016,27.3194,3
165.354,27.759,3
165.5064,26.3014,3
165.6588,24.1068,3
165.8112,23.0358,3
165.9636,22.3237,3
166.116,21.0063,3
166.2684,19.628,3
166.4208,19.7452,3
166.5732,18.6669,3
166.7256,17.5019,3
166.878,16.58,3
167.0304,15.5172,3
167.1828,15.4689,3
167.3352,17.1666,3
167.4876,18.3575,3
167.64,17.7075,3
167.7924,17.2161,3
167.9448,18.0433,3
168.0972,19.2254,3
168.2496,20.6448,3
168.402,20.4423,3
168.5544,20.9591,3
168.7068,20.6555,3
168.8592,21.6357,3
169.0116,21.8047,3
169.164,22.597,3
169.3164,23.6608,3
169.4688,25.8391,3
169.6212,27.8744,3
169.7736,29.7592,3
169.926,30.2553,3
170.0784,30.3572,3
170.2308,30.1079,3
170.3832,28.4485,3
170.5356,27.6223,3
170.688,26.7956,3
170.8404,25.2154,3
170.9928,24.2825,3
171.1452,23.1017,3
171.2976,22.6536,3
171.45,23.9719,3
171.6024,25.3315,3
171.7548,25.6843,3
171.9072,25.8461,3
172.0596,26.1384,3
172.212,26.1501,3
172.3644,25.5139,3
172.5168,27.3217,3
172.6692,27.8612,3
172.8216,30.3959,3
172.974,31.6499,3
173.1264,30.8499,3
173.2788,29.3884,3
173.4312,29.2732,3
173.5836,27.7596,3
173.736,23.7339,3
173.8884,22.0073,3
174.0408,22.2771,3
174.1932,21.9251,3
174.3456,22.7312,3
174.498,24.164,3
174.6504,26.36,3
174.8028,27.8499,3
174.9552,28.8489,3
175.1076,31.5066,3
175.26,31.7257,3
175.4124,32.8461,3
175.5648,30.6131,3
175.7172,29.2017,3
175.8696,27.911,3
176.022,24.7173,3
176.1744,21.9389,3
176.3268,18.9887,3
176.4792,17.3604,3
176.6316,16.8298,3
176.784,14.3104,3
176.9364,11.9014,3
177.0888,10.1577,3
177.2412,10.278,3
177.3936,9.597,3
177.546,8.7944,3
177.6984,9.7891,3
177.8508,10.1318,3
178.0032,10.5295,3
178.1556,11.0915,3
178.308,10.9326,3
178.4604,11.6413,3
178.6128,13.0726,3
178.7652,13.5042,3
178.9176,13.6913,3
179.07,14.0641,3
179.2224,14.5033,3
179.3748,14.6382,3
179.5272,14.8706,3
179.6796,15.6546,3
179.832,15.7273,3
179.9844,16.4122,3
180.1368,16.5326,3
180.2892,16.6105,3
180.4416,17.7718,3
180.594,18.3655,3
180.7464,17.584,3
180.8988,16.779,3
181.0512,16.9589,3
181.2036,17.5923,3
181.356,18.5361,3
181.5084,18.6691,3
181.6608,17.8135,3
181.8132,17.173,3
181.9656,16.6793,3
182.118,14.8304,3
182.2704,14.0171,3
182.4228,15.2645,3
182.5752,16.8402,3
182.7276,17.5088,3
182.88,17.6296,3
183.0324,17.6738,3
183.1848,18.9007,3
183.3372,19.9375,3
183.4896,21.201,3
183.642,21.1747,3
183.7944,21.2335,3
183.9468,21.0498,3
184.0992,20.1838,3
184.2516,19.4456,3
184.404,19.9609,3
184.5564,21.0771,3
184.7088,20.8752,3
184.8612,19.6407,3
185.0136,20.4549,3
185.166,21.4292,3
185.3184,22.7915,3
185.4708,23.8216,3
185.6232,24.352,3
185.7756,25.4146,3
185.928,25.9951,3
186.0804,25.7012,3
186.2328,25.0913,3
186.3852,24.4134,3
186.5376,22.8886,3
186.69,21.1377,3
186.8424,19.707,3
186.9948,18.7919,3
187.1472,17.677,3
187.2996,16.9934,3
187.452,16.7881,3
187.6044,16.771,3
187.7568,17.0206,3
187.9092,17.9638,3
188.0616,19.0854,3
188.214,19.8379,3
188.3664,20.4049,3
188.5188,21.2237,3
188.6712,21.6923,3
188.8236,22.1001,3
188.976,21.4194,3
189.1284,19.7725,3
189.2808,18.4836,3
189.4332,17.6623,3
189.5856,17.0581,3
189.738,16.8812,3
189.8904,17.3631,3
190.0428,17.7658,3
190.1952,16.8093,3
190.3476,15.3641,3
190.5,14.1787,3
190.6524,14.538,3
190.8048,15.1905,3
190.9572,14.8252,3
191.1096,14.7911,3
191.262,15.4916,3
191.4144,15.8033,3
191.5668,15.3119,3
191.7192,15.2021,3
191.8716,16.2606,3
192.024,17.3051,3
192.1764,17.8687,3
192.3288,18.1901,3
192.4812,19.0899,3
192.6336,21.3137,3
192.786,22.0981,3
192.9384,21.6678,3
193.0908,21.8401,3
193.2432,22.111,3
193.3956,21.4514,3
193.548,20.0201,3
193.7004,18.3887,3
193.8528,17.5071,3
194.0052,16.5218,3
194.1576,16.5238,3
194.31,16.8637,3
194.4624,18.2628,3
194.6148,19.6124,3
194.7672,19.5955,3
194.9196,17.6805,3
195.072,15.8767,3
195.2244,15.0143,3
195.3768,15.1866,3
195.5292,15.2575,3
195.6816,16.0777,3
195.834,16.3155,3
195.9864,15.4778,3
196.1388,15.2632,3
196.2912,15.3123,3
196.4436,15.9493,3
196.596,17.8056,3
196.7484,19.3357,3
196.9008,20.2182,3
197.0532,19.9392,3
197.2056,19.5561,3
197.358,19.3136,3
197.5104,18.3602,3
197.6628,16.9647,3
197.8152,16.2981,3
197.9676,15.5842,3
198.12,14.7198,3
198.2724,14.9907,3
198.4248,16.328,3
198.5772,16.2614,3
198.7296,15.8777,3
198.882,15.3826,3
199.0344,16.0172,3
199.1868,18.4907,3
199.3392,21.6202,3
199.4916,22.8004,3
199.644,23.2287,3
199.7964,22.3055,3
199.9488,21.145,3
200.1012,19.8099,3
200.2536,20.0235,3
200.406,21.5864,3
200.5584,23.4291,3
200.7108,24.5075,3
200.8632,23.3938,3
201.0156,21.3733,3
201.168,20.3601,3
201.3204,19.3354,3
201.4728,18.9984,3
201.6252,18.3578,3
201.7776,17.8432,3
201.93,16.6459,3
202.0824,14.6042,3
202.2348,14.9605,3
202.3872,15.9101,3
202.5396,15.7056,3
202.692,15.2416,3
202.8444,14.8621,3
202.9968,15.3878,3
203.1492,15.8571,3
203.3016,15.6655,3
203.454,16.2277,3
203.6064,17.1317,3
203.7588,18.169,3
203.9112,18.7902,3
204.0636,17.0633,3
204.216,17.5586,3
204.3684,18.7393,3
204.5208,21.798,3
204.6732,22.2873,3
204.8256,23.0626,3
204.978,24.6948,3
205.1304,25.4174,3
205.2828,25.8618,3
205.4352,25.886,3
205.5876,25.1676,3
205.74,25.305,3
205.8924,25.5961,3
206.0448,27.1979,3
206.1972,25.6915,3
206.3496,25.0573,3
206.502,22.9307,3
206.6544,21.5361,3
206.8068,21.9803,3
206.9592,22.6254,3
207.1116,22.7894,3
207.264,20.7071,3
207.4164,20.4555,3
207.5688,19.7076,3
207.7212,19.6543,3
207.8736,18.8993,3
208.026,18.5725,3
208.1784,20.0403,3
208.3308,21.7816,3
208.4832,21.5709,3
208.6356,21.6609,3
208.788,22.5348,3
208.9404,24.005,3
209.0928,23.7898,3
209.2452,22.5763,3
209.3976,19.7387,3
209.55,19.6109,3
209.7024,18.5536,3
209.8548,17.6566,3
210.0072,15.9501,3
210.1596,15.425,3
210.312,16.4042,3
210.4644,17.1641,3
210.6168,16.5103,3
210.7692,16.3784,3
210.9216,17.2267,3
211.074,18.1183,3
211.2264,18.2097,3
211.3788,18.3021,3
211.5312,17.8337,3
211.6836,17.7854,3
211.836,17.5906,3
211.9884,17.3826,3
212.1408,16.8211,3
212.2932,17.8254,3
212.4456,17.7431,3
212.598,17.3233,3
212.7504,17.4636,3
212.9028,18.0479,3
213.0552,19.5466,3
213.2076,21.4381,3
213.36,22.891,3
213.5124,22.9104,3
213.6648,22.8355,3
213.8172,23.7526,3
213.9696,26.4379,3
214.122,29.0065,3
214.2744,28.9492,3
214.4268,27.6309,3
214.5792,27.7499,3
214.7316,29.533,3
214.884,30.9044,3
215.0364,30.4481,3
215.1888,29.1235,3
215.3412,27.1592,3
215.4936,26.6715,3
215.646,26.3513,3
215.7984,26.0887,3
215.9508,26.9497,3
216.1032,27.9679,3
216.2556,26.9174,3
216.408,25.0664,3
216.5604,23.9577,3
216.7128,23.061,3
216.8652,21.9403,3
217.0176,21.6311,3
217.17,23.0363,3
217.3224,24.5356,3
217.4748,24.0756,3
217.6272,22.3196,3
217.7796,21.0703,3
217.932,21.6993,3
218.0844,24.4039,3
218.2368,26.4813,3
218.3892,27.0907,3
218.5416,28.321,3
218.694,29.8813,3
218.8464,29.3077,3
218.9988,26.8054,3
219.1512,25.1274,3
219.3036,24.1884,3
219.456,23.2645,3
219.6084,21.5401,3
219.7608,18.3731,3
219.9132,16.1059,3
220.0656,15.6442,3
220.218,15.5224,3
220.3704,14.9848,3
220.5228,14.4031,3
220.6752,13.9179,3
220.8276,13.4048,3
220.98,13.1316,3
221.1324,12.8336,3
221.2848,12.7832,3
221.4372,13.8601,3
221.5896,15.8175,3
221.742,17.0604,3
221.8944,16.8626,3
222.0468,16.5837,3
222.1992,16.8182,3
222.3516,17.9834,3
222.504,18.9715,3
222.6564,18.9585,3
222.8088,18.5452,3
222.9612,18.069,3
223.1136,17.2568,3
223.266,15.1243,3
223.4184,13.3458,3
223.5708,12.6345,3
223.7232,11.7355,3
223.8756,11.0316,3
224.028,11.3508,3
224.1804,11.1211,3
224.3328,11.4321,3
224.4852,12.0429,3
224.6376,12.1313,3
224.79,12.7376,3
224.9424,13.9452,3
225.0948,14.89,3
225.2472,14.9154,3
225.3996,15.5631,3
225.552,15.9044,3
225.7044,15.0418,3
225.8568,15.0542,3
226.0092,15.5419,3
226.1616,15.7272,3
226.314,16.464,3
226.4664,16.8582,3
226.6188,16.5649,3
226.7712,16.2973,3
226.9236,16.904,3
227.076,18.4244,3
227.2284,18.6903,3
227.3808,19.6591,3
227.5332,20.6558,3
227.6856,22.0249,3
227.838,22.0716,3
227.9904,22.5796,3
228.1428,22.2072,3
228.2952,21.7987,3
228.4476,21.4349,3
228.6,21.6405,3
228.7524,23.1227,3
228.9048,24.1353,3
229.0572,24.46,3
229.2096,23.2864,3
229.362,22.3862,3
229.5144,22.9525,3
229.6668,22.4355,3
229.8192,21.5825,3
229.9716,20.6385,3
230.124,20.7846,3
230.2764,21.1148,3
230.4288,21.0766,3
230.5812,22.6798,3
230.7336,23.6916,3
230.886,23.4205,3
231.0384,22.7976,3
231.1908,23.6716,3
231.3432,25.8157,3
231.4956,29.011,3
231.648,30.6413,3
231.8004,30.4279,3
231.9528,29.3213,3
232.1052,27.8126,3
232.2576,24.6957,3
232.41,23.7522,3
232.5624,23.9252,3
232.7148,24.8514,3
232.8672,24.1197,3
233.0196,22.2371,3
233.172,21.0752,3
233.3244,19.9493,3
233.4768,19.8087,3
233.6292,19.4028,3
233.7816,18.0429,3
233.934,17.5129,3
234.0864,17.3465,3
234.2388,17.5438,3
234.3912,16.846,3
234.5436,15.9738,3
234.696,14.7794,3
234.8484,13.8258,3
235.0008,13.5605,3
235.1532,13.3115,3
235.3056,13.7304,3
235.458,14.1353,3
235.6104,14.0503,3
235.7628,13.7498,3
235.9152,16.0656,3
236.0676,17.9786,3
236.22,19.8505,3
236.3724,21.5304,3
236.5248,22.1744,3
236.6772,22.9565,3
236.8296,23.321,3
236.982,23.0723,3
237.1344,22.8508,3
237.2868,24.2694,3
237.4392,26.4732,3
237.5916,26.8985,3
237.744,27.2545,3
237.8964,27.0258,3
238.0488,26.8536,3
238.2012,27.3256,3
238.3536,26.937,3
238.506,26.1717,3
238.6584,25.6916,3
238.8108,24.6781,3
238.9632,23.3888,3
239.1156,23.6068,3
239.268,24.151,3
239.4204,24.2983,3
239.5728,24.8937,3
239.7252,25.0926,3
239.8776,24.7719,3
240.03,24.3836,3
240.1824,25.254,3
240.3348,25.7471,3
240.4872,26.32,3
240.6396,24.8026,3
240.792,22.1144,3
240.9444,19.9102,3
241.0968,19.876,3
241.2492,21.4408,3
241.4016,22.6801,3
241.554,24.3837,3
241.7064,25.1217,3
241.8588,24.4021,3
242.0112,22.915,3
242.1636,20.6404,3
242.316,19.1201,3
242.4684,19.1845,3
242.6208,20.0479,3
242.7732,20.557,3
242.9256,20.6371,3
243.078,20.3717,3
243.2304,19.7847,3
243.3828,18.8784,3
243.5352,18.3533,3
243.6876,18.3853,3
243.84,18.9545,3
243.9924,19.7176,3
244.1448,19.7679,3
244.2972,20.1338,3
244.4496,19.6075,3
244.602,17.7195,3
244.7544,17.2167,3
244.9068,18.2625,3
245.0592,18.9543,3
245.2116,17.7524,3
245.364,16.6719,3
245.5164,17.93,3
245.6688,19.1746,3
245.8212,19.2428,3
245.9736,18.9012,3
246.126,18.1057,3
246.2784,17.4917,3
246.4308,16.9225,3
246.5832,16.9585,3
246.7356,16.9444,3
246.888,16.9679,3
247.0404,16.8933,3
247.1928,16.7204,3
247.3452,17.0736,3
247.4976,17.3234,3
247.65,16.9596,3
247.8024,16.2762,3
247.9548,15.7298,3
248.1072,14.8966,3
248.2596,14.284,3
248.412,14.7562,3
248.5644,15.5562,3
248.7168,17.1014,3
248.8692,18.1579,3
249.0216,19.2801,3
249.174,20.0732,3
249.3264,20.0434,3
249.4788,19.8757,3
249.6312,20.4621,3
249.7836,22.5718,3
249.936,24.5116,3
250.0884,23.7514,3
250.2408,21.7224,3
250.3932,20.2497,3
250.5456,20.2486,3
250.698,20.3227,3
250.8504,19.5857,3
251.0028,18.8398,3
251.1552,18.2309,3
251.3076,19.153,3
251.46,20.669,3
251.6124,22.1198,3
251.7648,23.6569,3
251.9172,24.1336,3
252.0696,25.154,3
252.222,25.3361,3
252.3744,25.8728,3
252.5268,26.8933,3
252.6792,26.7576,3
252.8316,26.659,3
252.984,25.9863,3
253.1364,26.0276,3
253.2888,25.2268,3
253.4412,25.0862,3
253.5936,25.5187,3
253.746,24.6074,3
253.8984,23.0697,3
254.0508,23.1395,3
254.2032,23.7199,3
254.3556,26.046,3
254.508,28.7374,3
254.6604,30.8103,3
254.8128,32.013,3
254.9652,32.6194,3
255.1176,32.6839,3
255.27,32.6657,3
255.4224,32.3074,3
255.5748,31.1489,3
255.7272,30.8008,3
255.8796,30.9702,3
256.032,30.8549,3
256.1844,33.0217,3
256.3368,34.5305,3
256.4892,35.028,3
256.6416,32.3131,3
256.794,30.1326,3
256.9464,27.4888,3
257.0988,24.685,3
257.2512,23.675,3
257.4036,23.6606,3
257.556,23.4649,3
257.7084,24.3408,3
257.8608,24.1393,3
258.0132,23.4581,3
258.1656,22.1026,3
258.318,21.5621,3
258.4704,22.6853,3
258.6228,23.4611,3
258.7752,24.6082,3
258.9276,27.2389,3
259.08,28.7595,3
259.2324,28.3765,3
259.3848,26.9688,3
259.5372,26.8768,3
259.6896,26.8178,3
259.842,24.5593,3
259.9944,23.3558,3
260.1468,24.237,3
260.2992,26.0961,3
260.4516,29.5493,3
260.604,31.6732,3
260.7564,31.9851,3
260.9088,31.4053,3
261.0612,30.7967,3
261.2136,29.5309,3
261.366,28.3361,3
261.5184,29.3888,3
261.6708,30.0842,3
261.8232,31.1474,3
261.9756,32.1913,3
262.128,32.3178,3
262.2804,32.0313,3
262.4328,33.1297,3
262.5852,33.1032,3
262.7376,30.748,3
262.89,28.521,3
263.0424,27.5039,3
263.1948,27.15,3
263.3472,26.5287,3
263.4996,26.18,3
263.652,26.7322,3
263.8044,26.608,3
263.9568,27.042,3
264.1092,27.4097,3
264.2616,27.2067,3
264.414,27.9886,3
264.5664,29.0958,3
264.7188,30.9551,3
264.8712,31.3437,3
265.0236,31.1566,3
265.176,30.4368,3
265.3284,30.8858,3
265.4808,32.0417,3
265.6332,32.434,3
265.7856,31.827,3
265.938,30.8801,3
266.0904,29.893,3
266.2428,28.2072,3
266.3952,26.5464,3
266.5476,25.4198,3
266.7,25.5535,3
266.8524,25.0154,3
267.0048,23.8682,3
267.1572,22.0483,3
267.3096,20.719,3
267.462,20.4243,3
267.6144,20.5816,3
267.7668,21.1113,3
267.9192,22.8862,3
268.0716,24.836,3
268.224,26.5454,3
268.3764,26.8232,3
268.5288,26.4786,3
268.6812,27.0173,3
268.8336,27.6039,3
268.986,28.1108,3
269.1384,29.297,3
269.2908,31.4129,3
269.4432,33.2165,3
269.5956,33.2089,3
269.748,32.2699,3
269.9004,31.3351,3
270.0528,31.0457,4
270.2052,31.105,4
270.3576,31.1011,4
270.51,31.209,4
270.6624,30.8406,4
270.8148,29.5993,4
270.9672,27.9466,4
271.1196,27.2911,4
271.272,28.0246,4
271.4244,29.6621,4
271.5768,32.0082,4
271.7292,34.8033,4
271.8816,36.4124,4
272.034,37.8966,4
272.1864,39.4839,4
272.3388,41.5275,4
272.4912,43.5544,4
272.6436,46.5607,4
272.796,49.732,4
272.9484,51.9887,4
273.1008,52.255,4
273.2532,50.7437,4
273.4056,49.7398,4
273.558,49.2565,4
273.7104,45.5805,4
273.8628,41.322,4
274.0152,39.5466,4
274.1676,39.3276,4
274.32,39.4267,4
274.4724,39.6068,4
274.6248,38.4036,4
274.7772,36.4033,4
274.9296,34.7447,4
275.082,34.8379,4
275.2344,35.3104,4
275.3868,35.8774,4
275.5392,34.7623,4
275.6916,32.7254,4
275.844,30.4526,4
275.9964,28.7881,4
276.1488,28.9656,4
276.3012,30.6535,4
276.4536,32.7836,4
276.606,34.7488,4
276.7584,35.469,4
276.9108,34.8866,4
277.0632,36.3277,4
277.2156,38.3093,4
277.368,38.1902,4
277.5204,35.9251,4
277.6728,32.9379,4
277.8252,29.6949,4
277.9776,28.8878,4
278.13,30.5859,4
278.2824,32.1555,4
278.4348,32.9375,4
278.5872,34.4362,4
278.7396,35.2987,4
278.892,34.9148,4
279.0444,34.2082,4
279.1968,32.3983,4
279.3492,33.5184,4
279.5016,35.9744,4
279.654,38.6149,4
279.8064,38.1601,4
279.9588,38.0407,4
280.1112,37.7435,4
280.2636,36.1326,4
280.416,35.51,4
280.5684,37.7352,4
280.7208,39.2225,4
280.8732,39.4437,4
281.0256,39.6372,4
281.178,39.2539,4
281.3304,37.7229,4
281.4828,36.9332,4
281.6352,34.796,4
281.7876,35.8129,4
281.94,37.2544,4
282.0924,37.5257,4
282.2448,36.9455,4
282.3972,38.4617,4
282.5496,38.546,4
282.702,38.0431,4
282.8544,38.2604,4
283.0068,40.4052,4
283.1592,42.4851,4
283.3116,43.5762,4
283.464,41.3048,4
283.6164,39.5596,4
283.7688,40.9795,4
283.9212,43.6438,4
284.0736,43.3152,4
284.226,41.627,4
284.3784,38.0981,4
284.5308,35.6978,4
284.6832,35.3276,4
284.8356,36.3331,4
284.988,38.5012,4
285.1404,41.0203,4
285.2928,40.9673,4
285.4452,39.7901,4
285.5976,38.4053,4
285.75,37.1318,4
285.9024,36.1647,4
286.0548,35.7781,4
286.2072,34.8731,4
286.3596,33.3586,4
286.512,32.8768,4
286.6644,33.5796,4
286.8168,33.7736,4
286.9692,35.6084,4
287.1216,36.863,4
287.274,38.6408,4
287.4264,39.9277,4
287.5788,39.9327,4
287.7312,35.676,4
287.8836,31.2547,4
288.036,29.8015,4
288.1884,29.6526,4
288.3408,28.8795,4
288.4932,28.5218,4
288.6456,28.9712,4
288.798,29.2718,4
288.9504,29.2269,4
289.1028,28.2278,4
289.2552,27.8393,4
289.4076,28.7875,4
289.56,30.4338,4
289.7124,32.4895,4
289.8648,35.0682,4
290.0172,37.5658,4
290.1696,39.5714,4
290.322,40.1756,4
290.4744,41.5489,4
290.6268,43.9096,4
290.7792,45.0339,4
290.9316,44.3555,4
291.084,43.1327,4
291.2364,42.4872,4
291.3888,41.966,4
291.5412,41.1338,4
291.6936,38.9691,4
